Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1701_Install using Calamares (entire disk),0,Eager Action,multiple actions,action,"[Enter, and click]","Enter details about the main system user and click ""Next"""
../testcases/image/1701_Install using Calamares (entire disk),0,Eager Action,multiple actions,action,"[Confirm, and click, ""Install]","Confirm the details you entered throughout the install are accurate and click ""Install"", then ""Install now"""
../testcases/image/1701_Install using Calamares (entire disk),0,Unverified Action,,action,,"On the desktop, click the ""Start FAMILY XX.YY"" icon to open the installer"
../testcases/image/1701_Install using Calamares (entire disk),0,Misplaced Action,,verification,Test,"Test the keyboard layout in the given box, which should be set correctly"
../testcases/image/1701_Install using Calamares (entire disk),0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads the language selection menu
../testcases/image/1701_Install using Calamares (entire disk),0,Ambiguous Test,adverb of manner,verification,correctly,"Test the keyboard layout in the given box, which should be set correctly"
../testcases/image/1701_Install using Calamares (entire disk),0,Ambiguous Test,adverb of manner,verification,correctly,All details should be correctly filled in
../testcases/image/1701_Install using Calamares (entire disk),0,Ambiguous Test,adverb of manner,verification,correctly,"The slideshow should correctly display, and when the installation is done, a menu should display asking you to confirm your settings"
../testcases/image/1701_Install using Calamares (entire disk),0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads into FAMILY showing the username you entered
../testcases/image/1701_Install using Calamares (entire disk),0,Ambiguous Test,verb + indefinite determiner,verification,uses all,"A partition layout should be shown which uses all disk space, and the bootloader should be installed to the correct disk"
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Boot, and select]",Boot up the image and select your language
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Select, and click]","Select your language/localization in the dropdown menu and click ""Next"""
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Select, and click]","Select your timezone and click ""Next"""
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Select, and click]","Select your keyboard layout and click ""Next"""
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Select, and click]","Select the ""Manual Partitioning"" radio box and click ""Next"""
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Select, and use]",Select the drive you wish to partition and use the 'Create' 'Edit' and 'Delete' buttons.
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Enter, and click]","Enter details about the main system user and click ""Next"""
../testcases/image/1702_Install using Calamares (manual partitioning),0,Eager Action,multiple actions,action,"[Confirm, and click, ""Install]","Confirm the details you entered throughout the install are accurate and click ""Install"", then ""Install now"""
../testcases/image/1702_Install using Calamares (manual partitioning),0,Unverified Action,,action,,"On the desktop, click the ""Start FAMILY XX.YY"" icon to open the installer"
../testcases/image/1702_Install using Calamares (manual partitioning),0,Misplaced Action,,verification,Test,"Test the keyboard layout in the given box, which should be set correctly"
../testcases/image/1702_Install using Calamares (manual partitioning),0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads the language selection menu
../testcases/image/1702_Install using Calamares (manual partitioning),0,Ambiguous Test,adverb of manner,verification,correctly,"Test the keyboard layout in the given box, which should be set correctly"
../testcases/image/1702_Install using Calamares (manual partitioning),0,Ambiguous Test,adverb of manner,verification,correctly,All details should be correctly filled in
../testcases/image/1702_Install using Calamares (manual partitioning),0,Ambiguous Test,adverb of manner,verification,correctly,"The slideshow should correctly display, and when the installation is done, a menu should display asking you to confirm your settings"
../testcases/image/1702_Install using Calamares (manual partitioning),0,Ambiguous Test,adverb of manner,verification,properly,The system boots properly and loads into FAMILY showing the username you entered
../testcases/image/1702_Install using Calamares (manual partitioning),0,Ambiguous Test,verb + indefinite determiner,verification,Select a,A screen showing your disk with allo your partitions saying Select a partition to install on appears. 
../testcases/image/1710_Install RAID1 (Server live),0,Conditional Test Logic,dependent clause,action,If,"If it already has partitions, select ""Reformat"" from the menu"
../testcases/image/1710_Install RAID1 (Server live),0,Eager Action,multiple actions,action,"[Leave, and select, ""Leave]","Leave size blank and select ""Leave unformatted"" for the format"
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,Boot up the image in UEFI mode in a system or VM with at least two disks attached.
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,Choose the desired language
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,"On the network configuration screen, just select Done (it should be selected by default)"
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,"On the filesystem setup screen, select ""Manual"""
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,Create a partition on two drives. For each drive: 
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,"If it already has partitions, select ""Reformat"" from the menu"
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,"Select ""Add partition"" from the menu"
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,"Leave size blank and select ""Leave unformatted"" for the format"
../testcases/image/1710_Install RAID1 (Server live),0,Unverified Action,,action,,Click Done
../testcases/image/1710_Install RAID1 (Server live),0,Ambiguous Test,verb + indefinite determiner,action,Create a,Create a partition on two drives. For each drive: 
../testcases/image/1710_Install RAID1 (Server live),1,Eager Action,multiple actions,action,"[Select, and choose]","Select the md0 device and choose ""Format"" from the menu"
../testcases/image/1710_Install RAID1 (Server live),1,Eager Action,multiple actions,action,"[/. Select, Select]",The default should be to format as ext4 and mount at /. Select Done
../testcases/image/1710_Install RAID1 (Server live),1,Unverified Action,,action,,"Select the ""Create software RAID (md)"" button"
../testcases/image/1710_Install RAID1 (Server live),1,Unverified Action,,action,,"Select the two partitions you created to be part of the RAID (they should be the only available options, unless the machine has more than two disks)"
../testcases/image/1710_Install RAID1 (Server live),1,Unverified Action,,action,,Select create
../testcases/image/1710_Install RAID1 (Server live),1,Unverified Action,,action,,"Select the md0 device and choose ""Format"" from the menu"
../testcases/image/1710_Install RAID1 (Server live),1,Unverified Action,,action,,The default should be to format as ext4 and mount at /. Select Done
../testcases/image/1710_Install RAID1 (Server live),1,Ambiguous Test,adjective,action,more,"Select the two partitions you created to be part of the RAID (they should be the only available options, unless the machine has more than two disks)"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[. Press, Press, then type]","Immediately after the ""rainbow"" splash screen, U-Boot starts. Press a key to interrupt the sequence, then type ""boot"" to continue it. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[. Press, Press, then type]","During the boot sequence, U-Boot starts interacting via serial (GPIO14 and GPIO15, pins 8 and 10 respectively, on the 40-pin GPIO header). Press a key to interrupt the sequence, then type ""boot"" to continue it. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[Perform, storage Generate, ; check, /stickRemove, -insert, , adjust, as necessary)Compare]","Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[: Install, first check, ; run, and adjust]","With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[: Install, first check, ; run, and adjust]","With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[: Install, first check, ; run, and adjust]","With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Eager Action,multiple actions,action,"[Configure, then run]","Configure wifi via netplan Place the following in /etc/netplan/wifi.yaml(substituting the SSID and password as necessary):network: version: 2 wifis: wlan0: dhcp4: true access-points: my-ssid-here: password: my-password-hereRun sudo netplan applyWait a few seconds (to allow DHCP to complete), then run ip addrCheck that a valid IP address is recorded on the wlan0 interfaceCheck ping google.comsuccessfully pings a few times (Ctrl+Cto cancel)"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,Check,Check output of free -h
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,check,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,verification performed,action,Check,Check auto-configuration of ethernet Run ip addrCheck that a valid IP address is recorded on the eth0 interfaceCheck ping google.comsuccessfully pings a few times (Ctrl+Cto cancel)
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,SUT state declaration,action,"[volume, is, set]","With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Misplaced Verification,SUT state declaration,action,"[volume, is, set]","With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,Immediately,"Immediately after the ""rainbow"" splash screen, U-Boot starts. Press a key to interrupt the sequence, then type ""boot"" to continue it. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,respectively,"During the boot sequence, U-Boot starts interacting via serial (GPIO14 and GPIO15, pins 8 and 10 respectively, on the 40-pin GPIO header). Press a key to interrupt the sequence, then type ""boot"" to continue it. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,appropriately,"Perform a large (300-600MB) file copy to USB storage Generate a large (500MB) file: dd if=/dev/urandom of=rubbish bs=1M count=500Insert a USB stick (appropriately sized) into a spare USB portMake a mount directory: sudo mkdir /mnt/stickMount the stick: sudo mount /dev/sda1 /mnt/stick(modify mount-point as necessary; check sudo dmesgoutput if unsure)Copy the file: sudo cp rubbish /mnt/stick/Unmount the stick: sudo umount /mnt/stickRemove the stick from the USB portRe-insert the stick into the USB portRe-mount the stick: sudo mount /dev/sda1 /mnt/stick(again, adjust mount-point as necessary)Compare the copied file to that on the stick: cmp rubbish /mnt/stick/rubbish"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,usually,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,possibly,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,possibly,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,early,"With an HDMI monitor that supports audio plugged into the HDMI0 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI0 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI0 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,usually,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,possibly,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,possibly,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,early,"With an HDMI monitor that supports audio plugged into the HDMI1 output, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the HDMI1 port: cat /proc/asound/cardsand note the number at the start of the line for the HDMI1 port (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,usually,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,possibly,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,possibly,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,early,"With a pair of headphones with a 3.5mm jack, and an available MP3 file: Install mpg321 and amixer with sudo apt install mpg321 alsa-utilsFind the correct hardware output for the headphone jack: cat /proc/asound/cardsand note the number at the start of the line for the headphone jack (usually 0 and possibly 1 for any connected monitor(s), and 1 or possibly 2 for the headphone jack)Attempt to play your MP3 file with: mpg321 -o alsa -a hw:,0 substituting for the number found during the previous step, and for your choice of MP3 file, e.g. mpg321 -o alsa -a hw:0,0 ""Jeff Wayne - War of the Worlds.mp3""Use Ctrl+Cto end playback early, if you wishIf you cannot hear anything, first check that the mixer's volume is not set too low; run alsamixer, and adjust the volume (Jfor down, Kfor up) before exiting (Esc) and retrying playback"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,action,applyWait,"Configure wifi via netplan Place the following in /etc/netplan/wifi.yaml(substituting the SSID and password as necessary):network: version: 2 wifis: wlan0: dhcp4: true access-points: my-ssid-here: password: my-password-hereRun sudo netplan applyWait a few seconds (to allow DHCP to complete), then run ip addrCheck that a valid IP address is recorded on the wlan0 interfaceCheck ping google.comsuccessfully pings a few times (Ctrl+Cto cancel)"
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,verification,successfully,"Check that the U-Boot prompt (including a two-second wait) appears on the primary monitor connected to the Pi, that the keyboard will interrupt the sequence, and that boot successfully concludes after resumption. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,verification,successfully,"Check that the U-Boot prompt (including a two-second wait) appears on the attached serial console, that the keyboard will interrupt the sequence, and that boot successfully concludes after resumption. "
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adverb of manner,verification,successfully,System reboots successfully to a login prompt 
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,adjective,verification,less,System shuts down in a reasonable time (less than a minute) 
../testcases/image/1711_RaspberryPi 4 2GB Post-install,0,Ambiguous Test,verb + indefinite determiner,action,Press a,"Immediately after the ""rainbow"" splash screen, U-Boot starts. Press a key to interrupt the sequence, then type ""boot"" to continue it. "
